text,features,materials,style
"It is primarily built using plaster and marble. This structure exemplifies the Romanesque architectural style. With its use of plaster, marble and distinctive roofs, the design stands out. The building showcases roofs, columns, vaults and arches.",roofs;columns;vaults;arches,plaster;marble,Romanesque
"The building showcases vaults, minarets and stained glass. With its use of mosaic, marble and distinctive vaults, the design stands out. It is primarily built using mosaic and marble. This structure exemplifies the Renaissance architectural style.",vaults;minarets;stained glass,mosaic;marble,Renaissance
"With its use of glass, wood and distinctive minarets, the design stands out. This structure exemplifies the Modernist architectural style. It is primarily built using glass and wood.",minarets;buttresses;arches,glass;wood,Modernist
"It is primarily built using wood and marble. With its use of wood, marble and distinctive columns, the design stands out.",columns;roofs;arches,wood;marble,Islamic
"This structure exemplifies the Romanesque architectural style. With its use of marble, tile and distinctive minarets, the design stands out. It is primarily built using marble and tile. The building showcases minarets, columns, buttresses and balconies.",minarets;columns;buttresses;balconies,marble;tile,Romanesque
"The building showcases vaults and minarets. With its use of plaster, tile, glass and distinctive vaults, the design stands out.",vaults;minarets,plaster;tile;glass,Renaissance
"The building showcases minarets, roofs and columns. This structure exemplifies the Byzantine architectural style.",minarets;roofs;columns,glass;brick;marble,Byzantine
"This structure exemplifies the Romanesque architectural style. With its use of mosaic, tile, stone and distinctive roofs, the design stands out. The building showcases roofs and towers.",roofs;towers,mosaic;tile;stone,Romanesque
"It is primarily built using tile, wood and brick. The building showcases roofs and minarets.",roofs;minarets,tile;wood;brick,Medieval
"It is primarily built using concrete, marble and mosaic. The building showcases buttresses and columns. With its use of concrete, marble, mosaic and distinctive buttresses, the design stands out.",buttresses;columns,concrete;marble;mosaic,Baroque
It is primarily built using concrete and marble. This structure exemplifies the Baroque architectural style.,roofs;minarets,concrete;marble,Baroque
"This structure exemplifies the Romanesque architectural style. It is primarily built using plaster, brick and marble. With its use of plaster, brick, marble and distinctive minarets, the design stands out. The building showcases minarets and roofs.",minarets;roofs,plaster;brick;marble,Romanesque
"The building showcases arches, buttresses and towers. With its use of concrete, plaster and distinctive arches, the design stands out.",arches;buttresses;towers,concrete;plaster,Neoclassical
The building showcases columns and arches. It is primarily built using tile and glass. This structure exemplifies the Neoclassical architectural style.,columns;arches,tile;glass,Neoclassical
"The building showcases minarets, domes, buttresses and roofs. This structure exemplifies the Islamic architectural style. It is primarily built using plaster and tile. With its use of plaster, tile and distinctive minarets, the design stands out.",minarets;domes;buttresses;roofs,plaster;tile,Islamic
"With its use of stone, concrete, mosaic and distinctive arches, the design stands out. It is primarily built using stone, concrete and mosaic. The building showcases arches, stained glass and balconies.",arches;stained glass;balconies,stone;concrete;mosaic,Romanesque
"The building showcases stained glass, roofs and balconies. This structure exemplifies the Renaissance architectural style. It is primarily built using concrete, marble and tile.",stained glass;roofs;balconies,concrete;marble;tile,Renaissance
"This structure exemplifies the Renaissance architectural style. With its use of tile, marble, wood and distinctive towers, the design stands out. The building showcases towers, stained glass, buttresses and balconies. It is primarily built using tile, marble and wood.",towers;stained glass;buttresses;balconies,tile;marble;wood,Renaissance
The building showcases balconies and columns. It is primarily built using wood and stone. This structure exemplifies the Baroque architectural style.,balconies;columns,wood;stone,Baroque
"This structure exemplifies the Islamic architectural style. With its use of tile, plaster, stone and distinctive stained glass, the design stands out. It is primarily built using tile, plaster and stone.",stained glass;buttresses;domes,tile;plaster;stone,Islamic
This structure exemplifies the Renaissance architectural style. It is primarily built using plaster and tile. The building showcases minarets and stained glass.,minarets;stained glass,plaster;tile,Renaissance
"The building showcases columns, stained glass, towers and arches. With its use of concrete, marble and distinctive columns, the design stands out. This structure exemplifies the Romanesque architectural style. It is primarily built using concrete and marble.",columns;stained glass;towers;arches,concrete;marble,Romanesque
"The building showcases domes, buttresses, towers and columns. It is primarily built using wood, stone and tile. This structure exemplifies the Renaissance architectural style.",domes;buttresses;towers;columns,wood;stone;tile,Renaissance
"With its use of brick, glass and distinctive roofs, the design stands out. The building showcases roofs, stained glass, vaults and arches.",roofs;stained glass;vaults;arches,brick;glass,Byzantine
"The building showcases columns, arches, stained glass and towers. This structure exemplifies the Baroque architectural style. With its use of stone, wood and distinctive columns, the design stands out. It is primarily built using stone and wood.",columns;arches;stained glass;towers,stone;wood,Baroque
